A1,1793908,1
A2,3229545,1
A3,2173909,1
A4,2619856,1
A5,325174,1
A6,321784,1
A7,586622,1
A8,2586277,1
A9,4973817,1
A10,3264250,1
A11,3108476,1
A12,1558806,1
A13,481792,1
A14,846902,1
A15,1526442,1
A16,3204767,1
A17,2277691,1
A18,2548732,1
A19,2383203,1
A20,612208,1
A21,1316599,1
A22,2790158,1
A23,286716,1
A24,1128860,1
B24,1371677,1
B23,1471050,1
B22,1334915,1
B21,2363009,1
B20,2242811,1
B19,1826180,1
B18,2477367,1
B17,777545,1
B16,2127510,1
B15,2726379,1
B14,1920518,1
B13,1734460,1
B12,3031072,1
B11,2616368,1
B10,2971121,1
B9,3920983,1
B8,2375346,1
B7,1559275,1
B6,812535,1
B5,315948,1
B4,3200835,1
B3,2159092,1
B2,1741830,1
B1,1429529,1
C1,1575577,1
C2,1387264,1
C3,256162,1
C4,346233,1
C5,1353370,1
C6,3128288,1
C7,742443,1
C8,1873575,1
C9,2513466,1
C10,1961532,1
C11,2903714,1
C12,1985020,1
C13,1170239,1
C14,265675,1
C15,44567,1
C16,471296,1
C17,65883,1
C18,268063,1
C19,1223695,1
C20,1674366,1
C21,1699004,1
C22,1141997,1
C23,403155,1
C24,484306,1
D24,1781056,1
D23,2469268,1
D22,1239008,1
D21,1882181,1
D20,1211608,1
D19,1642009,1
D18,538507,1
D17,105866,1
D16,1176834,1
D15,564878,1
D14,643131,1
D13,169973,1
D12,1724828,1
D11,2672063,1
D10,3672757,1
D9,4364827,1
D8,2237209,1
D7,2697651,1
D6,1416703,1
D5,4801338,1
D4,1777542,1
D3,1615783,1
D2,1659158,1
D1,1814868,1
E1,2991073,1
E2,2499063,1
E3,713586,1
E4,1551248,1
E5,43148,1
E6,703691,1
E7,14461,1
E8,39376,1
E9,176244,1
E10,108343,1
E11,191824,1
E12,102710,1
E13,235613,1
E14,244612,1
E15,338207,1
E16,379293,1
E17,442378,1
E18,247738,1
E19,1689466,1
E20,1353262,1
E21,1367091,1
E22,2393229,1
E23,92013,1
E24,286081,1
F24,1162641,1
F23,1800380,1
F22,1914142,1
F21,1735671,1
F20,999483,1
F19,2177481,1
F18,641436,1
F17,140137,1
F16,1041821,1
F15,795259,1
F14,9993,1
F13,57823,1
F12,902991,1
F11,147781,1
F10,707429,1
F9,794043,1
F8,170301,1
F7,9182,1
F6,1085268,1
F5,722964,1
F4,2392504,1
F3,2564045,1
F2,3409626,1
F1,2328281,1
G1,287185,1
G2,246403,1
G3,180121,1
G4,210053,1
G5,1008286,1
G6,1057096,1
G7,1224014,1
G8,483471,1
G9,17267,1
G10,119125,1
G11,276656,1
G12,529684,1
G13,135181,1
G14,681236,1
G15,92581,1
G16,283927,1
G17,197508,1
G18,85806,1
G19,95195,1
G20,871465,1
G21,916013,1
G22,1532894,1
G23,1449635,1
G24,2330943,1
H24,497660,1
H23,1059928,1
H22,918702,1
H21,1173771,1
H20,101766,1
H19,296447,1
H18,95793,1
H17,4918,1
H16,799323,1
H15,947909,1
H14,1049992,1
H13,541666,1
H12,814817,1
H11,162950,1
H10,806932,1
H9,132358,1
H8,683105,1
H7,287987,1
H6,2215738,1
H5,2014140,1
H4,481193,1
H3,123988,1
H2,1672514,1
H1,901621,1
I1,114479,1
I2,152357,1
I3,4573631,1
I4,1332302,1
I5,54738,1
I6,105216,1
I7,283854,1
I8,737148,1
I9,135946,1
I10,272426,1
I11,92520,1
I12,606190,1
I13,151498,1
I14,34350,1
I15,249085,1
I16,403419,1
I17,71336,1
I18,175588,1
I19,610118,1
I20,289122,1
I21,1802606,1
I22,1464149,1
I23,3288880,1
I24,3792182,1
J24,809772,1
J23,2569454,1
