A1,663153,1
A2,1242367,1
A3,964509,1
A4,1066842,1
A5,768428,1
A6,796283,1
A7,811938,1
A8,703059,1
A9,2701267,1
A10,1030592,1
A11,2890422,1
A12,1691005,1
A13,772099,1
A14,2024673,1
A15,270490,1
A16,573534,1
A17,2100523,1
A18,2985308,1
A19,1668518,1
A20,1551478,1
A21,1580593,1
A22,1204790,1
A23,367424,1
A24,1043686,1
B24,903735,1
B23,1503095,1
B22,2105357,1
B21,1307561,1
B20,1982334,1
B19,1559925,1
B18,1727483,1
B17,1672835,1
B16,624868,1
B15,157934,1
B14,3800412,1
B13,2935937,1
B12,1313821,1
B11,2379358,1
B10,1719975,1
B9,3201839,1
B8,1643114,1
B7,1890959,1
B6,1931705,1
B5,615385,1
B4,2015508,1
B3,1988713,1
B2,2450609,1
B1,2201040,1
C1,963802,1
C2,2214742,1
C3,644494,1
C4,372132,1
C5,908141,1
C6,2055447,1
C7,481596,1
C8,1148751,1
C9,2850802,1
C10,841348,1
C11,317042,1
C12,276579,1
C13,169703,1
C14,211924,1
C15,132579,1
C16,163264,1
C17,17755,1
C18,41917,1
C19,3455981,1
C20,1793548,1
C21,1636010,1
C22,2703526,1
C23,101529,1
C24,475192,1
D24,1476915,1
D23,522148,1
D22,1636521,1
D21,1181164,1
D20,2184839,1
D19,1866026,1
D18,472200,1
D17,40157,1
D16,27888,1
D15,472745,1
D14,486828,1
D13,527474,1
D12,378677,1
D11,418510,1
D10,2659598,1
D9,3826152,1
D8,2650656,1
D7,1192344,1
D6,1966279,1
D5,4020216,1
D4,3184037,1
D3,2249529,1
D2,1871825,1
D1,1200643,1
E1,1383762,1
E2,1978067,1
E3,835488,1
E4,1628937,1
E5,169529,1
E6,207598,1
E7,421447,1
E8,386865,1
E9,217325,1
E10,112576,1
E11,43326,1
E12,789555,1
E13,48147,1
E14,79934,1
E15,690173,1
E16,341360,1
E17,312652,1
E18,558051,1
E19,489729,1
E20,115858,1
E21,931327,1
E22,876030,1
E23,100160,1
E24,231548,1
F24,922943,1
F23,400983,1
F22,602532,1
F21,438907,1
F20,291525,1
F19,432105,1
F18,509651,1
F17,169478,1
F16,496156,1
F15,81886,1
F14,203295,1
F13,24816,1
F12,303787,1
F11,50715,1
F10,230370,1
F9,200240,1
F8,228212,1
F7,204510,1
F6,970574,1
F5,475406,1
F4,1130886,1
F3,1552144,1
F2,963642,1
F1,1292301,1
G1,240118,1
G2,402421,1
G3,330574,1
G4,241659,1
G5,564312,1
G6,1050173,1
G7,476603,1
G8,545503,1
G9,130430,1
G10,22760,1
G11,82736,1
G12,296902,1
G13,177635,1
G14,137125,1
G15,26623,1
G16,202164,1
G17,1803,1
G18,2573,1
G19,152241,1
G20,307754,1
G21,610887,1
G22,583353,1
G23,1267406,1
G24,802670,1
H24,1760953,1
H23,673400,1
H22,591058,1
H21,524569,1
H20,168566,1
H19,137981,1
H18,21435,1
H17,32628,1
H16,41927,1
H15,115634,1
H14,493874,1
H13,236591,1
H12,1029290,1
H11,678386,1
H10,6166,1
H9,21726,1
H8,1325927,1
H7,835612,1
H6,845314,1
H5,1124750,1
H4,26483,1
H3,15380,1
H2,217346,1
H1,355684,1
I1,139266,1
I2,224701,1
I3,1658604,1
I4,1133326,1
I5,40449,1
I6,109071,1
I7,243812,1
I8,714444,1
I9,589136,1
I10,928440,1
I11,32809,1
I12,590765,1
I13,15760,1
I14,255661,1
I15,395844,1
I16,444417,1
I17,160644,1
I18,42642,1
I19,163182,1
I20,413729,1
I21,441013,1
I22,1538142,1
I23,3245240,1
I24,2673247,1
J24,2334322,1
J23,1497683,1
J22,777586,1
J21,248543,1
J20,656873,1
J19,219800,1
J18,100556,1
J17,137033,1
J16,376811,1
J15,785329,1
J14,40660,1
J13,24937,1
J12,1353126,1
J11,950879,1
J10,1185606,1
J9,634341,1
J8,1897137,1
J7,1274823,1
J6,125705,1
J5,7557,1
J4,1595142,1
J3,1257480,1
J2,7637,1
J1,146909,1
K1,294317,1
K2,274002,1
K3,1887396,1
K4,1449631,1
K5,232281,1
K6,1967825,1
K7,1344337,1
K8,1154438,1
K9,642482,1
K10,630138,1
K11,53636,1
K12,65244,1
K13,167911,1
K14,398667,1
K15,180045,1
K16,620168,1
K17,97321,1
K18,745854,1
K19,132487,1
K20,100495,1
K21,831932,1
K22,1622766,1
