A1,41019,1
A2,20521,1
A3,12913,1
A4,18526,1
A5,21440,1
A6,16392,1
A7,7156,1
A8,33078,1
A9,5880,1
A10,5754,1
A11,15906,1
A12,12013,1
A13,5247,1
A14,15669,1
A15,5914,1
A16,22035,1
A17,6668,1
A18,5770,1
A19,5249,1
A20,6918,1
A21,20948,1
A22,17894,1
A23,21522,1
A24,20170,1
B24,47864,1
B23,15070,1
B22,19505,1
B21,12569,1
B20,12763,1
B19,10013,1
B18,20689,1
B17,6157,1
B16,12351,1
B15,14898,1
B14,11417,1
B13,13156,1
B12,18227,1
B11,45611,1
B10,9693,1
B9,6024,1
B8,13135,1
B7,15500,1
B6,18238,1
B5,15011,1
B4,15430,1
B3,16716,1
B2,19746,1
B1,13314,1
C1,17294,1
C2,15768,1
C3,11397,1
C4,14697,1
C5,10411,1
C6,10931,1
C7,5364,1
C8,7421,1
C9,11752,1
C10,13178,1
C11,8962,1
C12,17612,1
C13,5841,1
C14,5445,1
C15,7445,1
C16,7749,1
C17,12731,1
C18,10028,1
C19,12494,1
C20,12281,1
C21,12289,1
C22,13575,1
C23,12295,1
C24,13115,1
D24,15031,1
D23,12808,1
D22,12794,1
D21,12022,1
D20,13956,1
D19,11663,1
D18,6285,1
D17,9164,1
D16,5832,1
D15,7474,1
D14,9980,1
D13,7162,1
D12,9633,1
D11,11376,1
D10,15675,1
D9,10783,1
D8,7763,1
D7,9787,1
D6,13420,1
D5,10603,1
D4,17090,1
D3,13193,1
D2,19373,1
D1,14843,1
E1,12688,1
E2,8578,1
E3,6153,1
E4,8345,1
E5,10282,1
E6,12949,1
E7,5172,1
E8,5717,1
E9,6482,1
E10,11498,1
E11,6927,1
E12,6743,1
E13,5642,1
E14,6424,1
E15,6288,1
E16,8459,1
E17,6499,1
E18,8254,1
E19,17321,1
E20,12837,1
E21,6073,1
E22,5166,1
E23,10161,1
E24,9971,1
F24,11056,1
F23,8358,1
F22,12856,1
F21,8579,1
F20,10662,1
F19,11904,1
F18,9986,1
F17,10121,1
F16,7316,1
F15,8282,1
F14,8172,1
F13,6003,1
F12,9118,1
F11,5841,1
F10,8761,1
F9,8892,1
F8,4998,1
F7,5426,1
F6,13804,1
F5,11736,1
F4,12382,1
F3,9989,1
F2,13731,1
F1,12410,1
G1,18894,1
G2,10712,1
G3,6144,1
G4,7657,1
G5,10194,1
G6,21379,1
G7,6891,1
G8,5849,1
G9,6062,1
G10,6527,1
G11,5185,1
G12,7254,1
G13,8205,1
G14,7807,1
G15,6630,1
G16,5927,1
G17,5678,1
G18,11717,1
G19,6900,1
G20,6462,1
G21,5306,1
G22,5719,1
G23,13425,1
G24,15503,1
H24,13329,1
H23,13389,1
H22,11495,1
H21,10667,1
H20,9505,1
H19,6258,1
H18,5989,1
H17,5914,1
H16,7174,1
H15,6915,1
H14,12762,1
H13,7383,1
H12,6697,1
H11,7239,1
H10,6147,1
H9,6066,1
H8,5973,1
H7,5677,1
H6,12965,1
H5,10493,1
H4,10997,1
H3,8077,1
H2,17386,1
H1,11690,1
I1,5841,1
I2,5455,1
I3,16945,1
I4,18885,1
I5,5414,1
I6,6827,1
I7,7348,1
I8,11488,1
I9,8732,1
I10,9022,1
I11,6402,1
I12,5929,1
I13,6518,1
I14,6107,1
I15,7235,1
I16,8144,1
I17,6021,1
I18,6360,1
I19,6605,1
I20,6834,1
I21,13125,1
I22,12641,1
I23,16343,1
I24,17459,1
J24,29584,1
J23,23206,1
J22,16057,1
J21,11938,1
J20,11872,1
J19,8162,1
J18,6344,1
J17,5904,1
J16,8431,1
J15,6784,1
J14,10894,1
J13,7422,1
J12,9854,1
J11,6887,1
J10,12015,1
J9,9674,1
J8,11111,1
J7,7132,1
J6,13597,1
J5,13034,1
J4,36435,1
J3,10993,1
J2,5259,1
J1,7091,1
K1,16561,1
K2,16216,1
K3,10815,1
K4,11638,1
K5,10440,1
K6,16268,1
K7,7436,1
K8,5764,1
K9,7812,1
K10,7619,1
K11,5757,1
K12,8348,1
K13,6024,1
K14,7964,1
K15,6291,1
K16,8092,1
K17,13320,1
K18,11856,1
K19,9663,1
K20,16028,1
K21,12371,1
K22,15541,1
K23,7337,1
K24,11383,1
L24,11913,1
L23,11085,1
L22,12662,1
L21,12748,1
L20,15785,1
L19,9987,1
L18,14176,1
L17,11272,1
L16,7356,1
L15,6630,1
L14,8875,1
L13,6050,1
L12,8804,1
L11,7824,1
L10,10542,1
L9,7358,1
L8,7904,1
L7,6115,1
L6,14116,1
L5,11459,1
L4,14024,1
L3,12449,1
L2,14572,1
L1,17947,1
M1,25082,1
M2,15461,1
M3,5068,1
M4,5790,1
M5,13964,1
M6,14745,1
M7,5209,1
M8,4851,1
M9,8454,1
M10,12455,1
M11,6939,1
M12,7250,1
M13,6250,1
M14,6894,1
M15,6860,1
M16,7515,1
M17,12915,1
M18,12512,1
M19,16419,1
M20,15370,1
M21,11015,1
M22,14669,1
M23,14146,1
M24,16280,1
N24,14631,1
N23,14645,1
N22,12400,1
N21,14318,1
N20,15833,1
N19,12252,1
N18,12568,1
N17,9466,1
N16,6986,1
N15,6644,1
N14,8905,1
N13,8305,1
N12,6312,1
N11,6804,1
N10,15331,1
N9,14355,1
N8,11496,1
N7,5630,1
N6,11701,1
N5,13715,1
N4,5229,1
N3,5613,1
N2,15370,1
N1,11218,1
O1,14560,1
O2,13952,1
O3,5222,1
O4,5941,1
O5,6000,1
O6,5680,1
O7,5458,1
O8,8470,1
O9,16311,1
O10,16441,1
O11,25330,1
O12,14411,1
O13,12185,1
O14,12718,1
O15,7423,1
O16,9883,1
O17,7917,1
O18,9353,1
O19,5699,1
O20,5595,1
O21,10301,1
O22,21130,1
O23,20153,1
O24,26763,1
P24,18449,1
P23,19228,1
P22,17979,1
P21,15333,1
P20,13653,1
P19,12914,1
P18,14560,1
P17,13563,1
P16,14995,1
P15,12982,1
P14,17005,1
P13,17859,1
P12,16970,1
P11,12430,1
P10,17867,1
P9,12775,1
P8,13384,1
P7,11424,1
P6,5383,1
P5,6275,1
P4,5733,1
P3,5296,1
P2,17304,1
P1,12588,1
